ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
688709.SH,20240207,21.33,24.88,19.51,19.69,15.69,4.0,25.4939,489806.26,1034885.037
688709.SH,20240208,18.7,21.5,18.01,20.45,19.69,0.76,3.8598,340268.62,675388.644
688709.SH,20240219,20.88,21.79,19.58,21.5,20.45,1.05,5.1345,333169.31,685950.848
688709.SH,20240220,21.04,23.38,19.85,22.7,21.5,1.2,5.5814,337172.1,712108.518
688709.SH,20240221,21.6,23.0,21.38,21.6,22.7,-1.1,-4.8458,312851.16,687890.459
688709.SH,20240222,21.39,22.88,21.11,22.37,21.6,0.77,3.5648,264898.64,588626.161
688709.SH,20240223,22.98,23.29,22.11,22.59,22.37,0.22,0.9835,212042.3,480443.317
688709.SH,20240226,22.6,27.11,22.45,25.69,22.59,3.1,13.7229,293519.77,730690.613
688709.SH,20240227,25.06,27.01,24.78,26.38,25.69,0.69,2.6859,248852.42,642210.624
688709.SH,20240228,26.0,26.96,23.0,23.09,26.38,-3.29,-12.4716,269987.11,674838.534
688709.SH,20240229,22.71,25.22,22.63,24.9,23.09,1.81,7.8389,198182.67,481328.249
688709.SH,20240301,24.89,25.69,24.23,24.6,24.9,-0.3,-1.2048,162240.08,404060.194
688709.SH,20240304,24.39,24.84,23.65,24.01,24.6,-0.59,-2.3984,153763.64,372418.596
688709.SH,20240305,23.61,24.06,22.46,22.55,24.01,-1.46,-6.0808,160047.8,371379.089
688709.SH,20240306,22.37,23.45,22.37,22.73,22.55,0.18,0.7982,103427.58,237594.476
688709.SH,20240307,23.03,24.69,23.03,23.33,22.73,0.6,2.6397,151878.01,361653.273
688709.SH,20240308,23.6,24.3,22.98,23.74,23.33,0.41,1.7574,109368.34,259128.593
688709.SH,20240311,23.38,23.63,23.08,23.57,23.74,-0.17,-0.7161,103041.14,240517.751
688709.SH,20240312,23.68,24.8,23.48,24.4,23.57,0.83,3.5214,145969.33,354643.787
688709.SH,20240313,24.52,24.52,23.72,23.8,24.4,-0.6,-2.459,115958.28,279981.736
688709.SH,20240314,23.4,23.5,22.28,22.72,23.8,-1.08,-4.5378,124691.97,285161.347
688709.SH,20240315,22.66,23.07,22.44,22.97,22.72,0.25,1.1004,58091.81,132179.316
688709.SH,20240318,23.13,23.48,22.86,23.33,22.97,0.36,1.5673,76613.51,177902.984
688709.SH,20240319,23.33,24.06,23.2,23.44,23.33,0.11,0.4715,99902.36,236355.942
688709.SH,20240320,23.33,23.81,23.18,23.7,23.44,0.26,1.1092,76949.49,181178.998
688709.SH,20240321,23.99,24.34,23.2,23.2,23.7,-0.5,-2.1097,101264.76,240971.343
688709.SH,20240322,23.1,24.94,23.02,24.2,23.2,1.0,4.3103,157273.97,380267.464
688709.SH,20240325,23.85,23.99,22.39,22.4,24.2,-1.8,-7.438,122244.36,282624.004
688709.SH,20240326,22.63,22.98,21.57,21.74,22.4,-0.66,-2.9464,92162.88,204373.08
